class,text
,"The study stated using an ITT analysis and a flow chart is provided to outline the sampling frame as well as study participants' progress through the study; however, numbers used at post-treatment analysis seem to be inconsistent with the number of participants having been exposed to the treatment conditions. Also a small number of participants appeared to be un-accounted for (i.e. one in the brief PTSD arm; 3 in CBT arm)."
N,"The study used routinely-collected electronic sales data, which can be assumed to be complete"
P,"The study used routinely-collected sales data, which can be assumed to be complete, as stated clearly by the study. Quotes: ""First, we observe every transaction at Starbucks company stores in NYC from January 1, 2008 to February 28, 2009, with mandatory calorie posting commencing on April 1, 2008. To control for other factors affecting transactions, we also observe every transaction at Starbucks company stores in Boston and Philadelphia, where there was no calorie posting. (...) Our transaction data cover all 222 Starbucks locations in NYC, and all 94 Starbucks locations in Boston and Philadelphia"""
P,"The study uses commercially-available Euromonitor sales figures, which were considered by the review authors to be a comparatively reliable source of data. There is no indication that problems of incomplete outcome data affected the IG and CG differently"
P,"The total number of eligible observations was not reported, only that there were 1532 'usable' observations"
P,The total number of patients assessed at 1 year is not stated and therefore the attrition in the primary outcomes measure is unclear.
P,The was an attrition rate of over 40%; the participants were not evenly distributed (2/8 and 6/11); no reasons for discontinuation were given.
P,There does not appear to be any attrition and therefore low risk of attrition bias
Q,There is no attrition reported.
N,There is no evidence of incomplete outcome data. The authors give reasons for the participants who discontinued the study
P,There is no information about attrition provided
P,There is no information provided about attrition rates at follow-up
P,There is no reported attrition. Data are reported for all of the 17 children who met predetermined inclusion criteria
P,There is no reported attrition. Data from 96 children were analysed
N,There seemed to be no drop-off
P,There seemed to be no drop-off
P,There seemed to be no drop-off
P,There seemed to be no drop-off
P,There seemed to be no drop-off
P,There seemed to be no drop-off
N,"There was 11% withdrawal, with a similar number of catheters excluded from analysis from the 2 groups. The authors have clearly stated the reasons for withdrawal and appeared to follow the intention-to-treat principle by analysing the available patient data in the originally assigned groups."
P,There was 22% attrition at short-term follow-up and dropout was significantly higher in the intervention than the control group
